object_id,satellite_name,launch_year,launch_mass_kg,dry_mass_kg,operator,country,purpose,orbit_type,perigee_km,apogee_km,inclination_deg,bus_family,mass_source,mass_confidence,dominant_material_1,dominant_material_fraction_1,dominant_material_2,dominant_material_fraction_2,dominant_material_3,dominant_material_fraction_3
32956,"Rodnik (Cosmos 2439, Strela 3M)",2008,280.0,196.0,Russia,Russia,Communications,Unknown,"1,478","1,510",82.5,OAO ISS,UCS Database,0.9,Silver Coating,0.517,Nickel-Hydrogen Battery Cells,0.349,Epoxy Composite,0.134
32954,"Rodnik (Cosmos 2437, Strela 3M)",2008,280.0,196.0,Russia,Russia,Communications,Unknown,"1,480","1,511",82.5,OAO ISS,UCS Database,0.9,Silver Coating,0.447,Lithium-Ion Battery Cells,0.279,Magnesium Alloy AZ80,0.274
32955,"Rodnik (Cosmos 2438, Strela 3M)",2008,280.0,196.0,Russia,Russia,Communications,Unknown,"1,477","1,509",82.5,OAO ISS,UCS Database,0.9,Aluminum Alloy 2024,0.59,Stainless Steel 304,0.287,Aluminum Honeycomb,0.123
36037,Proba 2 (Project for On-Board Autonomy),2009,130.0,93.6,ESA,ESA,Technology Demonstration,LEO,708,728,98.3,Verhaert Design and Development NV (leading a European consortium),UCS Database,0.9,Glass Fiber Reinforced Polymer,0.435,Magnesium Alloy AZ31,0.315,Niobium Alloy,0.25
35500,"Rodnik (Cosmos 2453, Strela 3M)",2009,280.0,196.0,Russia,Russia,Communications,Unknown,"1,495","1,506",82.5,OAO ISS,UCS Database,0.9,PCB FR-4 Substrate,0.548,Inconel 625,0.31,Phenolic Composite,0.142
36036,SMOS (Soil Moisture and Ocean Salinity satellite),2009,658.0,473.76,ESA,ESA,Earth Observation,LEO,759,760,98.4,Thales Alenia Space,UCS Database,0.9,Titanium Alloy Ti-5Al-2.5Sn,0.484,Solder Alloy SAC305,0.316,CFRP Honeycomb,0.2
35683,"UK-DMC-2 (BNSCSat-2, British National Science Center Satellite 2)",2009,97.0,,United Kingdom,United Kingdom,Earth Observation,LEO,660,662,98.0,Surrey Satellite Technology Ltd. ,UCS Database,0.9,,,,,,
35498,"Rodnik (Cosmos 2451, Strela 3M)",2009,280.0,196.0,Russia,Russia,Communications,Unknown,"1,498","1,509",82.5,OAO ISS,UCS Database,0.9,Quartz Glass,0.494,PCB FR-4 Substrate,0.298,PEEK Polymer,0.208
35935,ITU-pSAT1 (Istanbul Technical University Picosat-1),2009,1.0,,Turkey,NR,Technology Development,LEO,710,721,98.4,ITU Space Systems Design & Test Laboratory,UCS Database,0.9,,,,,,
33499,"KKS-1 (Kouku Kousen Satellite One, Kiseki)",2009,3.0,2.16,Japan,Japan,Technology Development,LEO,651,667,98.03,Tokyo Metropolitan College of Industrial Technology,UCS Database,0.9,Ceramic Thermal Tiles,0.586,Stainless Steel 316,0.234,Quartz Glass,0.18
33496,"SOHLA 1 (Space Oriented Higashiosaka Leading Association, Maido 1)",2009,50.0,36.0,Japan,Japan,Technology Development,LEO,657,665,98.1,Space Oriented Higashiosaka Leading Association,UCS Database,0.9,Teflon (PTFE),0.537,Magnesium Alloy AZ31,0.253,Silicone Elastomer,0.21
35932,SwissCube,2009,1.0,,Switzerland,NR,Technology Development,LEO,710,720,98.3,Ecole Polytechnique Fédérale de Lanne (EPFL),UCS Database,0.9,,,,,,
35681,Deimos 1,2009,90.0,64.8,Spain,Spain,Earth Observation,LEO,661,662,98.0,Surrey Satellite Technology Ltd.,UCS Database,0.9,Beryllium Structure,0.476,Ceramic Thermal Tiles,0.276,Solder Alloy SAC305,0.248
35686,AprizeSat 3 ,2009,12.0,8.64,USA/Argentina,USA,Communications/Maritime Tracking,LEO,559,662,98.18,SpaceQuest,UCS Database,0.9,CFRP Honeycomb,0.409,Quartz Glass,0.211,Titanium Alloy Ti-6Al-4V,0.38
35684,AprizeSat 4 ,2009,12.0,8.64,USA/Argentina,USA,Communications/Maritime Tracking,LEO,604,674,98.1,SpaceQuest,UCS Database,0.9,Phenolic Composite,0.443,Borosilicate Glass,0.208,Silver Coating,0.349
33752,SPIRALE-B (Système Préparatoire Infra-Rouge pour l'Alerte),2009,117.0,81.9,France,France,Technology Development,Unknown,389,"17,480",2.1,EADS Astrium,UCS Database,0.9,Aluminum Honeycomb,0.553,Magnesium Alloy AZ80,0.207,Rhenium Alloy,0.24
33751,SPIRALE-A (Système Préparatoire Infra-Rouge pour l'Alerte),2009,117.0,81.9,France,France,Technology Development,Unknown,240,"31,342",2.0,EADS Astrium,UCS Database,0.9,Molybdenum Structure,0.573,Indium Phosphide (InP),0.294,Tungsten Masses,0.133
36122,"XW-1 (Hope Oscar 68, HO-68, Xi Wang 1, Hope-1, CAS-1)",2009,60.0,,China,China,Communications,Unknown,"1,193","1,205",100.3,DFH Satellite Co. Ltd.,UCS Database,0.9,,,,,,
35685,Nanosat-1B,2009,20.0,,Spain,NR,Communications/Technology Development,LEO,583,672,98.1,Instituto Nacional de Técnia Aeroespacial (INTA),UCS Database,0.9,,,,,,
37191,"Globalstar M077 (Globalstar 77, Globalstar 2-4)",2010,700.0,,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,,,,,,
37192,"Globalstar M075 (Globalstar 75, Globalstar 2-5)",2010,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,415",52.0,Thales Alenia Space,UCS Database,0.9,Nomex Honeycomb,0.486,Silicon Semiconductor,0.207,Copper Wiring,0.307
37188,"Globalstar M079 (Globalstar 79, Globalstar 2-1)",2010,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Inconel 625,0.507,Beryllium Structure,0.307,Phenolic Composite,0.186
37190,"Globalstar M076 (Globalstar 76, Globalstar 2-3)",2010,700.0,490.0,USA,France,Communications,Unknown,"1,412","1,415",52.0,Thales Alenia Space,UCS Database,0.9,Gold Plating,0.431,Multi-Layer Insulation Foil,0.287,Polypropylene,0.282
37189,"Globalstar M074 (Globalstar 74, Globalstar 2-2)",2010,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,415",52.0,Thales Alenia Space,UCS Database,0.9,Aluminum Alloy 7075,0.494,Silver Coating,0.299,Quartz Glass,0.207
37152,"Rodnik (Cosmos 2467, Strela 3M)",2010,225.0,157.5,Russia,Russia,Communications,Unknown,"1,493","1,496",82.5,OAO ISS,UCS Database,0.9,Borosilicate Glass,0.456,Titanium Alloy Ti-5Al-2.5Sn,0.301,Carbon Fiber Reinforced Polymer,0.243
36797,AISSat-1 (Automatic Identification System Satellite-1),2010,6.0,4.32,Norway,Norway,Communications,LEO,615,632,98.0,Kongsberg Seatex AS/University of Toronto Institute for Aerospace Studies,UCS Database,0.9,Inconel 718,0.551,Nomex Honeycomb,0.293,Borosilicate Glass,0.156
36798,Alsat-2A (Algeria Satellite 2A),2010,130.0,93.6,Algeria,Algeria,Earth Observation,LEO,672,674,98.1,EADS Astrium,UCS Database,0.9,Silicon Semiconductor,0.428,Polyethylene (HDPE),0.257,Rhenium Alloy,0.315
37167,"Zheda Pixing 1C (ZP-1C, Zhejiang University-1B",2010,4.0,2.88,China,China,Space Science,LEO,620,653,97.9,Zhejiang University,UCS Database,0.9,Silicone Elastomer,0.57,Gallium Nitride (GaN),0.252,Copper Wiring,0.178
37227,"FAST 1 (Sara Lilly and Emma,  USA 222)",2010,55.0,,USA,USA,Technology Development,LEO,627,654,71.97,University of Texas - Austin,UCS Database,0.9,,,,,,
37166,"Zheda Pixing 1B (ZP-1B, Zhejiang University-1B)",2010,4.0,2.88,China,China,Space Science,LEO,619,653,97.9,Zhejiang University,UCS Database,0.9,Copper Wiring,0.575,Magnesium Alloy AZ31,0.318,Indium Phosphide (InP),0.107
37154,"Rodnik (Cosmos 2468, Strela 3M)",2010,225.0,157.5,Russia,Russia,Communications,Unknown,"1,484","1,505",82.5,OAO ISS,UCS Database,0.9,Teflon (PTFE),0.401,Gold Plating,0.237,Polyethylene (HDPE),0.362
36795,CartoSat 2B,2010,694.0,499.68,India,India,Earth Observation,LEO,622,645,97.9,Indian Space Research Organization (ISRO),UCS Database,0.9,Magnesium Alloy AZ80,0.532,Titanium Alloy Ti-5Al-2.5Sn,0.262,Solder Alloy SAC305,0.206
36608,Ofeq 9,2010,300.0,216.0,Israel,NR,Earth Observation,LEO,343,589,141.78,Israel Aerospace Industries (IAI),UCS Database,0.9,Kapton Polyimide,0.542,Magnesium Alloy AZ80,0.317,Rhenium Alloy,0.141
37224,"O/OREOS (Organism/Organic Exposure to Orbital Stresses,  219)",2010,6.0,4.32,USA,USA,Space Science,LEO,624,654,71.97,NASA/Ames Research Center,UCS Database,0.9,Titanium Alloy Ti-6Al-4V,0.523,Aluminum Honeycomb,0.258,Inconel 625,0.219
37193,"Globalstar M073 (Globalstar 73, Globalstar 2-6)",2010,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Lithium-Ion Battery Cells,0.555,GaAs Semiconductor,0.275,Rhenium Alloy,0.17
36508,Cryosat-2 ,2010,720.0,518.4,ESA,ESA,Earth Observation,LEO,713,724,92.0,EADS Astrium,UCS Database,0.9,CFRP Honeycomb,0.489,Silicone Elastomer,0.211,Gold Plating,0.3
37818,TacSat 4,2011,450.0,315.0,USA,USA,Technology Development,Unknown,658,"11,836",63.64,Naval Research Laboratory/Johns Hopkins University Applied Physics Laboratory,UCS Database,0.9,Fused Silica,0.594,Epoxy Composite,0.287,Titanium Alloy Ti-6Al-4V,0.119
37841,SRMSat (Sri Ramaswamy Memorial Satellite),2011,11.0,7.92,India,India,Technology Development,LEO,850,868,20.0,SRM University,UCS Database,0.9,Copper Wiring,0.544,Polypropylene,0.322,Polyethylene (HDPE),0.134
37930,Chuangxin 1-3 (Innovation 1-3),2011,100.0,72.0,China,China,Earth Observation,LEO,784,804,98.5,Chinese Academy of Sciences,UCS Database,0.9,Nickel-Hydrogen Battery Cells,0.524,Stainless Steel 304,0.234,Beryllium Structure,0.242
38011,SSOT (Sistema Satelital para la Observación de la Tierra),2011,117.0,84.24,Chile,Chile,Earth Observation,LEO,622,624,98.0,Astrium,UCS Database,0.9,Polypropylene,0.407,CFRP Honeycomb,0.265,Polyethylene (HDPE),0.328
37847,"Galileo IOV-1 FM2 (0102, PRN E12)",2011,700.0,490.0,ESA,NR,Navigation/Global Positioning,Unknown,"23,242","23,307",54.67,Astrium/Thales Alenia Space,UCS Database,0.9,Beryllium Structure,0.562,Fused Silica,0.273,Copper Wiring,0.165
38041,"Globalstar M080 (Globalstar 80, Globalstar 2-14)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Aluminum Alloy 6061,0.562,PEEK Polymer,0.215,Tungsten Masses,0.223
37789,NigeriaSat-2,2011,300.0,,Nigeria,Nigeria,Earth Observation,LEO,691,705,98.2,Surrey Satellite Technology Ltd. ,UCS Database,0.9,,,,,,
37388,Youthsat,2011,92.0,66.24,India,India,Space Science,LEO,802,824,98.7,Indian Space Research Organization (ISRO),UCS Database,0.9,Kapton Polyimide,0.517,Polypropylene,0.239,Stainless Steel 304,0.244
37792,AprizeSat 5,2011,12.0,8.64,Canada,USA,Communications,LEO,610,694,98.2,SpaceQuest,UCS Database,0.9,Quartz Glass,0.441,Kapton Polyimide,0.288,CFRP Honeycomb,0.271
37855,M-Cubed/E1P-U2 (Michigan Multipurpose Minisat; Explorer 1 Prime - Unit 2 - HRBE [William A. Hiscock Radiation Belt Explorer]),2011,2.0,1.44,USA,USA,Technology Development,LEO,442,724,101.7,University of Michigan/Montana University/Montana Space Grant Consortium,UCS Database,0.9,PEEK Polymer,0.565,Solder Alloy Sn-Pb,0.243,Stainless Steel 316,0.192
37951,Luch 5A,2011,950.0,,Russia,Russia,Communications,Unknown,"35,778","35,793",4.85,ISS Reshetnev/Thales Alenia Space,UCS Database,0.9,,,,,,
37931,"Shiyan 4 (SY4, Experimental Satellite 4)",2011,300.0,216.0,China,China,Earth Observation,LEO,784,802,98.4,CAST/DFH Satellite Co. Ltd./HIT,UCS Database,0.9,Solar Cell Silicon,0.571,Titanium Alloy Ti-5Al-2.5Sn,0.331,Epoxy Composite,0.098
37791,RASAT,2011,113.0,81.36,Turkey,Turkey,Earth Observation,LEO,667,697,98.2,Space Technologies Research Institute,UCS Database,0.9,Beryllium-Copper Alloy,0.561,Nickel-Hydrogen Battery Cells,0.232,Magnesium Alloy AZ31,0.207
37364,"Rapid Pathfinder Program (NROL-66,  225)",2011,350.0,245.0,USA,USA,Technology Development,Unknown,"1,199","1,202",90.0,National Reconnaissance Laboratory,UCS Database,0.9,Epoxy Composite,0.581,Aluminum Alloy 6061,0.321,Stainless Steel 304,0.098
37846,"Galileo IOV-1 PFM (0101, PRN E11)",2011,700.0,490.0,ESA,NR,Navigation/Global Positioning,Unknown,"23,240","23,306",54.68,Astrium/Thales Alenia Space,UCS Database,0.9,Solder Alloy Sn-Pb,0.579,Silicone Elastomer,0.216,Nomex Honeycomb,0.205
37372,"Glonass 701 (Glonass-K, Cosmos 2471)",2011,935.0,654.5,Russia,Russia,Navigation/Global Positioning,Unknown,"19,116","19,146",64.77,ISS Reshetnev,UCS Database,0.9,Beryllium-Copper Alloy,0.569,Solder Alloy Sn-Pb,0.294,CFRP Honeycomb,0.137
37790,Nigeriasat-X,2011,100.0,72.0,Nigeria,Nigeria,Earth Observation/Technology Development,LEO,661,696,98.2,Surrey Satellite Technology Ltd.,UCS Database,0.9,Kevlar Composite,0.434,Rhenium Alloy,0.247,Phenolic Composite,0.319
38008,ELISA-E24 (ELectronic Intelligence by SAtellite),2011,120.0,86.4,France,France,Earth Observation,LEO,675,692,98.21,Astrium/Thales Alenia Space,UCS Database,0.9,Lithium-Ion Battery Cells,0.473,Magnesium Alloy AZ80,0.287,Inconel 625,0.24
38007,ELISA-W11 (ELectronic Intelligence by SAtellite),2011,120.0,86.4,France,France,Earth Observation,LEO,677,692,98.21,Astrium/Thales Alenia Space,UCS Database,0.9,Carbon Fiber Reinforced Polymer,0.482,Kapton Polyimide,0.303,Gold Plating,0.215
38009,ELISA-W23 (ELectronic Intelligence by SAtellite),2011,120.0,86.4,France,France,Earth Observation,LEO,677,692,98.21,Astrium/Thales Alenia Space,UCS Database,0.9,Aluminum Honeycomb,0.559,Indium Phosphide (InP),0.344,Beryllium-Copper Alloy,0.097
38010,ELISA-E12 (ELectronic Intelligence by SAtellite),2011,120.0,,France,France,Earth Observation,LEO,675,692,98.21,Astrium/Thales Alenia Space,UCS Database,0.9,,,,,,
37793,exactView 6 (AprizeSat 6),2011,12.0,,Canada,Canada,Communications,LEO,627,694,98.2,SpaceQuest,UCS Database,0.9,,,,,,
37743,"Globalstar M081 (Globalstar 81, Globalstar 2-11)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,412","1,415",52.0,Thales Alenia Space,UCS Database,0.9,Magnesium Alloy AZ31,0.512,PEEK Polymer,0.332,CFRP Structural Tubes,0.156
38042,"Globalstar M082 (Globalstar 82, Globalstar 2-15)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Magnesium Alloy AZ31,0.436,Aluminum Alloy 7075,0.217,Solar Cell Silicon,0.347
37739,"Globalstar M083 (Globalstar 83, Globalstar 2-7)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Rhenium Alloy,0.598,Gallium Nitride (GaN),0.225,Glass Fiber Reinforced Polymer,0.177
38040,"Globalstar M084 (Globalstar 84, Globalstar 2-13) ",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,CFRP Honeycomb,0.507,Silicon Semiconductor,0.336,Rhenium Alloy,0.157
37742,"Globalstar M085 (Globalstar 85, Globalstar 2-10)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,415",52.0,Thales Alenia Space,UCS Database,0.9,Kapton Polyimide,0.457,Aluminum Alloy 6061,0.273,Aluminum Alloy 2024,0.27
38045,"Globalstar M086 (Globalstar 86, Globalstar 2-18)",2011,700.0,,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,,,,,,
37740,"Globalstar M088 (Globalstar 88, Globalstar 2-8)",2011,700.0,,USA,France,Communications,Unknown,"1,412","1,415",52.0,Thales Alenia Space,UCS Database,0.9,,,,,,
37389,X-Sat,2011,91.0,65.52,Singapore,NR,Earth Observation,LEO,801,823,98.7,Centre for Research in Satellite Technology (CREST),UCS Database,0.9,Aluminum Alloy 7075,0.464,CFRP Honeycomb,0.212,Molybdenum Structure,0.324
38044,"Globalstar M090 (Globalstar 90, Globalstar 2-17)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Lithium-Ion Battery Cells,0.557,Fused Silica,0.234,Ceramic Thermal Tiles,0.209
37741,"Globalstar M091 (Globalstar 91, Globalstar 2-9)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,415",52.0,Thales Alenia Space,UCS Database,0.9,Silicone Elastomer,0.433,Inconel 625,0.341,Aluminum Alloy 2024,0.226
38043,"Globalstar M092 (Globalstar 92, Globalstar 2-16)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",52.0,Thales Alenia Space,UCS Database,0.9,Rhenium Alloy,0.522,Tungsten Masses,0.347,Copper Wiring,0.131
37744,"Globalstar M089 (Globalstar 89, Globalstar 2-12)",2011,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,415",51.99,Thales Alenia Space,UCS Database,0.9,Quartz Glass,0.505,Solder Alloy SAC305,0.262,Silicone Elastomer,0.233
38755,Spot 6 (Système Probatoire d’Observation de la Terre),2012,720.0,518.4,France/Belgium/Sweden,France,Earth Observation,LEO,696,699,98.2,EADS Astrium,UCS Database,0.9,PEEK Polymer,0.424,Indium Phosphide (InP),0.241,Niobium Alloy,0.335
38760,Aeneas,2012,3.0,2.16,USA,USA,Technology Development,LEO,480,790,0.02,University of Southern California,UCS Database,0.9,PCB FR-4 Substrate,0.437,Kapton Polyimide,0.301,Titanium Alloy Ti-5Al-2.5Sn,0.262
38858,"Galileo IOV-2 FM4 (0104, PRN E20)",2012,700.0,490.0,ESA,NR,Navigation/Global Positioning,Unknown,"23,217","23,227",55.3,EADS Astrium,UCS Database,0.9,Silicone Elastomer,0.527,Polyethylene (HDPE),0.327,Stainless Steel 316,0.146
38759,SMDC-ONE 1.2 (ORSES [Operationally Responsive Space Enabler Satellite]),2012,3.0,2.16,USA,USA,Technology Development,LEO,483,789,64.6,Miltec,UCS Database,0.9,PEEK Polymer,0.492,Nomex Honeycomb,0.219,Indium Phosphide (InP),0.289
38766,SMDC-ONE 1.1 (Techsat),2012,5.0,3.6,USA,USA,Technology Development,LEO,495,791,64.6,Miltec,UCS Database,0.9,Indium Phosphide (InP),0.564,Phenolic Composite,0.284,Aluminum Alloy 7075,0.152
38339,SDS-4 (Small Demonstration Satellite-4),2012,50.0,36.0,Japan,Japan,Technology Development,LEO,661,673,98.2,Japan Aerospace Exploration Agency (JAXA),UCS Database,0.9,Beryllium Structure,0.589,Solder Alloy SAC305,0.206,Glass Fiber Reinforced Polymer,0.205
38338,"Kompsat-3 (Arirang 3, Korean Multipurpose Satellite-3)",2012,980.0,705.6,South Korea,South Korea,Earth Observation,LEO,679,696,98.2,Korea Aerospace Research Institute (KARI)/ EADS Astrium,UCS Database,0.9,CFRP Honeycomb,0.545,Aluminum Alloy 7075,0.201,Indium Phosphide (InP),0.254
38764,"CINEMA-1 (Cubesat for Ion, Neutral, Electron, Magnetic fields)",2012,3.0,2.16,USA,USA,Space Science,LEO,484,791,64.6,"Space Sciences Laboratory (SSL) of the University of California Berkeley; Kyung Hee University (KHU), Imperial College London",UCS Database,0.9,Silicon Semiconductor,0.589,Lithium-Ion Battery Cells,0.338,Polyethylene (HDPE),0.073
38340,Horyu-2 (High Voltage Technology Demonstration Satellite-2),2012,7.0,5.04,Japan,Japan,Technology Development,LEO,650,669,98.2,Kyushu Institute of Technology (KIT),UCS Database,0.9,Magnesium Alloy AZ80,0.506,Solder Alloy SAC305,0.3,Kevlar Composite,0.194
38857,"Galileo IOV-2 FM3 (0103, PRN E19)",2012,700.0,490.0,ESA,NR,Navigation/Global Positioning,Unknown,"23,214","23,233",55.34,EADS Astrium,UCS Database,0.9,Silicone Elastomer,0.567,Fused Silica,0.221,Gallium Nitride (GaN),0.212
38707,Kanopus-B (Kanopus Vulcan 1) ,2012,400.0,,Russia,Russia,Earth Observation,LEO,501,505,97.5,All-Russia Research Institute of Electromechanics (NPP VNIIEM),UCS Database,0.9,,,,,,
39030,Göktürk 2,2012,409.0,294.48,Turkey,NR,Earth Observation,LEO,669,690,98.16,TÜBİTAK Space Technologies Research Institute/Turkish Aerospace Industries,UCS Database,0.9,Stainless Steel 304,0.582,Silver Coating,0.25,Kapton Polyimide,0.168
38358,NuSTAR (Nuclear Spectroscopic Telescope Array),2012,360.0,259.2,USA,USA,Space Science,LEO,613,632,6.0,Orbital Sciences Corp.,UCS Database,0.9,Multi-Layer Insulation Foil,0.525,Stainless Steel 304,0.307,Inconel 625,0.168
38708,BKA 2 (BelKA 2),2012,400.0,288.0,Belarus,Belarus,Earth Observation,LEO,503,507,97.5,NPO VNIIEM,UCS Database,0.9,GaAs Semiconductor,0.459,Beryllium-Copper Alloy,0.22,Aluminum Honeycomb,0.321
38998,Fengniao 1A (Hummingbird 1A),2012,160.0,115.2,China,NR,Technology Development,LEO,488,500,97.35,China Academy of Space Technology (CAST),UCS Database,0.9,Multi-Layer Insulation Foil,0.494,Epoxy Composite,0.258,Teflon (PTFE),0.248
39019,Pléiades HR1B,2012,970.0,698.4,France,France,Earth Observation,LEO,678,691,98.5,Astrium,UCS Database,0.9,Lithium-Ion Battery Cells,0.48,Quartz Glass,0.233,Magnesium Alloy AZ80,0.287
38733,"Rodnik (Cosmos 2481, Strela 3M)",2012,280.0,,Russia,Russia,Communications,Unknown,"1,481","1,512",82.5,OAO ISS,UCS Database,0.9,,,,,,
38753,"Van Allen Probe B (RBSP-B, Radiation Belt Storm Probes)",2012,666.0,,USA,USA,Earth Observation,Unknown,595,"30,657",10.04,Johns Hopkins University Applied Physics Laboratory,UCS Database,0.9,,,,,,
38710,"TET-1 (Technologieerprobungsträger 1, Technology Experiment Carrier)",2012,120.0,,Germany,Germany,Technology Development,LEO,501,505,97.5,Kayser-Threde GmbH,UCS Database,0.9,,,,,,
38752,"Van Allen Probe A (RBSP-A, Radiation Belt Storm Probes)",2012,648.0,453.6,USA,USA,Earth Observation,Unknown,591,"30,534",10.03,Johns Hopkins University Applied Physics Laboratory,UCS Database,0.9,Borosilicate Glass,0.578,Nomex Honeycomb,0.259,Phenolic Composite,0.163
38782,"VRSS-1 (Venezuelan Remote Sensing Satellite, Francisco Miranda)",2012,880.0,633.6,Venezuela,Venezuela,Earth Observation,LEO,622,654,98.03,China Academy of Space Technology (CAST),UCS Database,0.9,Aluminum Alloy 7075,0.537,Epoxy Composite,0.207,Tungsten Masses,0.256
39058,"Rodnik (Cosmos 2483, Strela 3M)",2013,250.0,175.0,Russia,Russia,Communications,Unknown,"1,473","1,516",82.5,OAO ISS,UCS Database,0.9,Magnesium Alloy AZ80,0.586,Titanium Alloy Ti-5Al-2.5Sn,0.286,Stainless Steel 316,0.128
39455,"Shiyan 5 (SY5, Experimental Satellite 5)",2013,204.0,146.88,China,China,Earth Observation,LEO,739,755,97.9,China Academy of Space Technology (CAST),UCS Database,0.9,Silicon Semiconductor,0.586,Teflon (PTFE),0.222,GaAs Semiconductor,0.192
39484,"Rodnik (Cosmos 2489, Strela 3M)",2013,280.0,196.0,Russia,Russia,Communications,Unknown,"1,477","1,507",82.5,OAO ISS,UCS Database,0.9,Rhenium Alloy,0.417,Phenolic Composite,0.214,Aluminum Alloy 6061,0.369
39444,FUNCube-1 (AO-73),2013,1.0,0.72,Netherlands,NR,Communications,LEO,594,683,97.8,AMSAT/UK-AMSAT/NL,UCS Database,0.9,PCB FR-4 Substrate,0.4,Teflon (PTFE),0.339,Copper Wiring,0.261
39474,SMDC-ONE 2.3,2013,5.0,3.6,USA,NR,Technology Development,LEO,443,886,120.3,Miltec,UCS Database,0.9,Solder Alloy Sn-Pb,0.494,Borosilicate Glass,0.316,Titanium Alloy Ti-5Al-2.5Sn,0.19
39472,SMDC-ONE 2.4,2013,5.0,3.6,USA,NR,Technology Development,LEO,443,886,120.3,Miltec,UCS Database,0.9,Polypropylene,0.499,Copper Wiring,0.286,Nomex Honeycomb,0.215
39057,"Rodnik (Cosmos 2482, Strela 3M)",2013,250.0,175.0,Russia,Russia,Communications,Unknown,"1,473","1,516",82.5,OAO ISS,UCS Database,0.9,Silicone Elastomer,0.551,CFRP Structural Tubes,0.318,Solder Alloy SAC305,0.131
39485,"Rodnik (Cosmos 2490, Strela 3M)",2013,280.0,196.0,Russia,Russia,Communications,Unknown,"1,482","1,511",82.5,OAO ISS,UCS Database,0.9,Kevlar Composite,0.471,Magnesium Alloy AZ80,0.275,Polyethylene (HDPE),0.254
39419,DubaiSat-2,2013,300.0,216.0,United Arab Emirates,United Arab Emirates,Earth Observation,LEO,585,603,97.8,Satrec Initiative,UCS Database,0.9,Teflon (PTFE),0.403,Molybdenum Structure,0.325,Aluminum Alloy 2024,0.272
39088,Sapphire (Space Surveillance Mission of Canada),2013,148.0,106.56,Canada,Canada,Space Observation,LEO,772,787,132.98,"Surrey Satellite Technology Ltd./MacDonald, Dettwiler and Associates",UCS Database,0.9,Carbon Fiber Reinforced Polymer,0.432,Borosilicate Glass,0.315,Titanium Alloy Ti-6Al-4V,0.253
39440,"Cubebug 2 (Manolito, LO-74)",2013,2.0,1.44,Argentina,NR,Technology Development,LEO,594,715,97.8,"Argentinian Ministry of Science, Technology and Productive Innovation",UCS Database,0.9,Epoxy Composite,0.442,Magnesium Alloy AZ80,0.294,CFRP Honeycomb,0.264
39086,SARAL (Satellite with ARGOS and ALTIKA),2013,407.0,293.04,India/France,NR,Earth Observation,LEO,782,785,98.5,Indian Space Research Organization (ISRO),UCS Database,0.9,Aluminum Honeycomb,0.418,Gallium Nitride (GaN),0.218,Ceramic Thermal Tiles,0.364
39483,"Rodnik (Cosmos 2488, Strela 3M)",2013,280.0,196.0,Russia,Russia,Communications,Unknown,"1,478","1,509",82.5,OAO ISS,UCS Database,0.9,Solder Alloy Sn-Pb,0.54,Multi-Layer Insulation Foil,0.255,Stainless Steel 304,0.205
39059,"Rodnik (Cosmos 2484, Strela 3M)",2013,250.0,,Russia,Russia,Communications,Unknown,"1,475","1,514",82.5,OAO ISS,UCS Database,0.9,,,,,,
39159,Proba 5 (Project for On-Board Autonomy),2013,140.0,100.8,ESA,ESA,Earth Observation,LEO,813,820,98.73,QinetiQ Space Belgium,UCS Database,0.9,Carbon Fiber Reinforced Polymer,0.453,Magnesium Alloy AZ31,0.319,GaAs Semiconductor,0.228
39191,O3b PFM,2013,700.0,,United Kingdom,United Kingdom,Communications,Unknown,"8,063","8,069",0.03,Thales Alenia Space,UCS Database,0.9,,,,,,
39074,"Globalstar M094 (Globalstar 93, Globalstar 2-21)",2013,700.0,490.0,USA,France,Communications,Unknown,"1,413","1,414",51.99,Thales Alenia Space,UCS Database,0.9,Molybdenum Structure,0.593,Silver Coating,0.261,Gallium Nitride (GaN),0.146
39077,"Globalstar M095 (Globalstar 96, Globalstar 2-24)",2013,700.0,,USA,France,Communications,Unknown,"1,413","1,414",51.98,Thales Alenia Space,UCS Database,0.9,,,,,,
